Top Ten Entry Date,Single Name,Artist(s),Peak,Peak Date,Weeks in Top Ten,Ref,Year
1984-09-22,I Just Called to Say I Love You,Stevie Wonder,1,1984-10-13,10,,1984
1984-09-22,Cruel Summer,Bananarama,9,1984-09-29,2,,1984
1984-09-29,Cover Me,Bruce Springsteen,7,1984-10-20,4,,1984
1984-10-06,Hard Habit to Break,Chicago,3,1984-10-20,6,,1984
1984-10-06,Lucky Star,Madonna,4,1984-10-20,5,,1984
1984-10-13,Caribbean Queen (No More Love on the Run),Billy Ocean,1,1984-11-03,7,,1984
1984-10-20,On the Dark Side,John Cafferty and the Beaver Brown Band,7,1984-10-27,3,,1984
1984-10-20,Purple Rain,Prince and the Revolution,2,1984-11-17,7,,1984
1984-10-20,I'm So Excited,The Pointer Sisters,9,1984-10-27,2,,1984
1984-10-27,Wake Me Up Before You Go-Go,Wham!,1,1984-11-17,8,,1984
1984-10-27,Some Guys Have All the Luck,Rod Stewart,10,1984-10-27,1,,1984
1984-11-03,Blue Jean,David Bowie,8,1984-11-03,2,,1984
1984-11-03,Better Be Good to Me,Tina Turner,5,1984-11-24,5,,1984
1984-11-03,I Feel for You,Chaka Khan,3,1984-11-24,9,,1984
1984-11-10,Out of Touch,Hall & Oates,1,1984-12-08,9,,1984
1984-11-10,Desert Moon,Dennis DeYoung,10,1984-11-10,1,,1984
1984-11-17,Strut,Sheena Easton,7,1984-11-24,3,,1984
1984-11-17,All Through the Night,Cyndi Lauper,5,1984-12-08,5,,1984
1984-11-17,Penny Lover,Lionel Richie,8,1984-12-01,4,,1984
1984-12-01,The Wild Boys,Duran Duran,2,1984-12-15,8,,1984
1984-12-01,No More Lonely Nights,Paul McCartney,6,1984-12-08,5,,1984
1984-12-15,Like a Virgin,Madonna,1,1984-12-22,9,,1984
1989-12-09,Pump Up the Jam,Technotronic,2,1990-01-20,9,,1989
1989-12-16,Rhythm Nation,Janet Jackson,2,1990-01-06,6,,1989
1989-12-23,This One's for the Children,New Kids on the Block,7,1990-01-06,4,,1989
1990-01-06,How Am I Supposed to Live Without You,Michael Bolton,1,1990-01-20,6,,1990
1990-01-06,Everything,Jody Watley,4,1990-01-20,5,,1990
1990-01-13,Just Between You and Me,Lou Gramm,6,1990-01-27,4,,1990
1990-01-20,Downtown Train,Rod Stewart,3,1990-01-27,5,,1990
1990-01-20,Free Fallin',Tom Petty,7,1990-01-27,3,,1990
1990-01-20,Two to Make It Right,Seduction,2,1990-02-10,6,,1990
1990-01-20,Love Song,Tesla,10,1990-01-20,1,,1990
1990-01-27,Opposites Attract,Paula Abdul with The Wild Pair,1,1990-02-10,7,,1990
1990-01-27,I Remember You,Skid Row,6,1990-02-03,3,,1990
1990-02-03,Janie's Got a Gun,Aerosmith,4,1990-02-10,3,,1990
1990-02-10,What Kind of Man Would I Be?,Chicago,5,1990-02-24,3,,1990
1990-02-10,Dangerous,Roxette,2,1990-03-03,5,,1990
1990-02-10,Escapade,Janet Jackson,1,1990-03-03,8,,1990
1990-02-10,All or Nothing,Milli Vanilli,4,1990-02-24,4,,1990
1990-02-17,Tell Me Why,Exposé,9,1990-02-17,1,,1990
1990-02-17,We Can't Go Wrong,The Cover Girls,8,1990-03-03,3,,1990
1990-02-24,Roam,The B-52's,3,1990-03-10,5,,1990
1990-02-24,Here We Are,Gloria Estefan,6,1990-03-03,3,,1990
1990-02-24,Price of Love,Bad English,5,1990-03-10,4,,1990
1990-03-03,Black Velvet,Alannah Myles,1,1990-03-24,7,,1990
1990-03-03,No More Lies,Michel'le,7,1990-03-10,3,,1990
1990-03-10,I Go to Extremes,Billy Joel,6,1990-03-17,3,,1990
1990-03-10,Love Will Lead You Back,Taylor Dayne,1,1990-04-07,6,,1990
1990-03-17,I Wish It Would Rain Down,Phil Collins,3,1990-03-31,4,,1990
1990-03-17,Just a Friend,Biz Markie,9,1990-03-17,1,,1990
1990-03-17,C'mon and Get My Love,D Mob featuring Cathy Dennis,10,1990-03-17,1,,1990
1990-03-24,I'll Be Your Everything,Tommy Page,1,1990-04-14,5,,1990
1990-03-24,All Around the World,Lisa Stansfield,3,1990-04-07,7,,1990
1990-03-24,Keep It Together,Madonna,8,1990-03-31,2,,1990
1990-03-24,Get Up! (Before the Night Is Over),Technotronic,7,1990-04-07,4,,1990
1990-03-31,Don't Wanna Fall in Love,Jane Child,2,1990-04-14,6,,1990
1990-03-31,Here and Now,Luther Vandross,6,1990-04-21,5,,1990
1990-04-07,Nothing Compares 2 U,Sinéad O'Connor,1,1990-04-21,10,,1990
1990-04-07,Forever,Kiss,8,1990-04-21,3,,1990
1990-04-14,I Wanna Be Rich,Calloway,2,1990-05-05,6,,1990
1990-04-21,How Can We Be Lovers?,Michael Bolton,3,1990-05-05,4,,1990
1990-04-21,Without You,Mötley Crüe,8,1990-04-28,2,,1990
1990-04-21,Whole Wide World,A'me Lorain,9,1990-04-28,2,,1990
1990-04-28,Whip Appeal,Babyface,6,1990-04-28,2,,1990
1990-04-28,All I Wanna Do Is Make Love to You,Heart,2,1990-05-26,8,,1990
1990-05-05,Vogue,Madonna,1,1990-05-19,8,,1990
1990-05-05,What It Takes,Aerosmith,9,1990-05-05,3,,1990
1990-05-05,Alright,Janet Jackson,4,1990-06-02,7,,1990
1990-05-12,Hold On,Wilson Phillips,1,1990-06-09,9,,1990
1990-05-12,Sending All My Love,Linear,5,1990-05-19,5,,1990
1990-05-12,Poison,Bell Biv DeVoe,3,1990-06-09,10,,1990
1990-05-19,It Must Have Been Love,Roxette,1,1990-06-16,9,,1990
1990-05-26,U Can't Touch This,MC Hammer,8,1990-06-16,5,,1990
1990-05-26,This Old Heart of Mine,Rod Stewart with Ronald Isley,10,1990-05-26,1,,1990
1990-06-02,Ooh La La (I Can't Get Over You),Perfect Gentlemen,10,1990-06-02,1,,1990
1990-06-09,Step by Step,New Kids on the Block,1,1990-06-30,7,,1990
1990-06-16,Ready or Not,After 7,7,1990-06-23,3,,1990
1990-06-16,Do You Remember?,Phil Collins,4,1990-06-30,4,,1990
1990-06-23,Hold On,En Vogue,2,1990-07-21,7,,1990
1990-06-23,I'll Be Your Shelter,Taylor Dayne,4,1990-07-14,4,,1990
1990-06-30,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1,1990-07-21,7,,1990
1990-06-30,Cradle of Love,Billy Idol,2,1990-08-04,8,,1990
1990-07-07,Rub You the Right Way,Johnny Gill,3,1990-08-04,6,,1990
1990-07-14,Enjoy the Silence,Depeche Mode,8,1990-07-14,3,,1990
1990-07-14,The Power,Snap!,2,1990-08-11,6,,1990
1990-07-21,Vision of Love,Mariah Carey,1,1990-08-04,7,,1990
1990-07-21,Girls Nite Out,Tyler Collins,6,1990-08-04,3,,1990
1990-07-21,When I'm Back on My Feet Again,Michael Bolton,7,1990-08-04,3,,1990
1990-07-28,Hanky Panky,Madonna,10,1990-07-28,1,,1990
1990-08-04,If Wishes Came True,Sweet Sensation,1,1990-09-01,7,,1990
1990-08-04,Unskinny Bop,Poison,3,1990-09-01,8,,1990
1990-08-11,Come Back to Me,Janet Jackson,2,1990-08-18,5,,1990
1990-08-11,King of Wishful Thinking,Go West,8,1990-08-11,2,,1990
1990-08-11,Do Me!,Bell Biv DeVoe,3,1990-09-08,9,,1990
1990-08-18,Blaze of Glory,Jon Bon Jovi,1,1990-09-08,8,,1990
1990-08-18,Have You Seen Her,MC Hammer,4,1990-09-15,6,,1990
1990-08-25,Release Me,Wilson Phillips,1,1990-09-15,7,,1990
1990-08-25,Jerk Out,The Time,9,1990-08-25,2,,1990
1990-08-25,Epic,Faith No More,9,1990-09-08,2,,1990
1990-09-01,Tonight,New Kids on the Block,7,1990-09-08,3,,1990
1990-09-08,(Can't Live Without Your) Love and Affection,Nelson,1,1990-09-29,7,,1990
1990-09-15,Thieves in the Temple,Prince,6,1990-09-22,3,,1990
1990-09-15,Close to You,Maxi Priest,1,1990-10-06,7,,1990
1990-09-22,Something Happened on the Way to Heaven,Phil Collins,4,1990-10-06,4,,1990
1990-09-22,Praying for Time,George Michael,1,1990-10-13,6,,1990
1990-09-29,Oh Girl,Paul Young,8,1990-10-06,3,,1990
1990-09-29,"My, My, My",Johnny Gill,10,1990-09-29,1,,1990
1990-10-06,I Don't Have the Heart,James Ingram,1,1990-10-20,7,,1990
1990-10-06,Ice Ice Baby,Vanilla Ice,1,1990-11-03,7,,1990
1990-10-13,Black Cat,Janet Jackson,1,1990-10-27,5,,1990
1990-10-13,Romeo,Dino,6,1990-10-20,2,,1990
1990-10-13,Everybody Everybody,Black Box,8,1990-10-20,3,,1990
1990-10-20,Giving You the Benefit,Pebbles,4,1990-10-27,4,,1990
1990-10-20,Can't Stop,After 7,6,1990-10-27,3,,1990
1990-10-27,Love Takes Time,Mariah Carey,1,1990-11-10,7,,1990
1990-10-27,Suicide Blonde,INXS,9,1990-10-27,2,,1990
1990-11-03,Pray,MC Hammer,2,1990-11-10,4,,1990
1990-11-03,More Than Words Can Say,Alias,2,1990-11-24,5,,1990
1990-11-03,Cherry Pie,Warrant,10,1990-11-03,1,,1990
1990-11-10,Groove Is in the Heart,Deee-Lite,4,1990-11-17,5,,1990
1990-11-10,Knockin' Boots,Candyman,9,1990-11-10,2,,1990
1990-11-10,Something to Believe In,Poison,4,1990-12-08,6,,1990
1990-11-17,I'm Your Baby Tonight,Whitney Houston,1,1990-12-01,8,,1990
1990-11-17,Because I Love You (The Postman Song),Stevie B,1,1990-12-08,10,,1990
1990-11-17,From a Distance,Bette Midler,2,1990-12-15,10,,1990
1990-11-24,Feels Good,Tony! Toni! Toné!,9,1990-11-24,2,,1990
1990-12-01,The Way You Do the Things You Do,UB40,6,1990-12-15,5,,1990
1990-12-01,Impulsive,Wilson Phillips,4,1990-12-22,7,,1990
1990-12-08,Tom's Diner,DNA featuring Suzanne Vega,5,1990-12-22,6,,1990
1990-12-15,Freedom! '90,George Michael,8,1990-12-22,3,,1990
2019-11-16,Memories,Maroon 5,2,2020-01-11,18,[2][3],2019
2019-12-21,Dance Monkey,Tones and I,4,2020-02-29,11,[4][5],2019
2020-01-11,The Box,Roddy Ricch,1,2020-01-18,25,[3][6],2020
2020-01-18,Yummy,Justin Bieber,2,2020-01-18,2,[6],2020
2020-01-25,Life Is Good,Future featuring Drake,2,2020-01-25,17,[7],2020
2020-02-01,Godzilla,Eminem featuring Juice Wrld,3,2020-02-01,1,[8],2020
2020-02-08,Don't Start Now,Dua Lipa,2,2020-03-21,20,[9][10],2020
2020-02-29,Intentions,Justin Bieber featuring Quavo,5,2020-06-20,19,[5][11],2020
2020-02-29,Blinding Lights,The Weeknd,1,2020-04-04,57,[5][12],2020
2020-03-07,On,BTS,4,2020-03-07,1,[13],2020
2020-03-14,Stupid Love,Lady Gaga,5,2020-03-14,1,[14],2020
2020-03-21,Baby Pluto,Lil Uzi Vert,6,2020-03-21,1,[10],2020
2020-03-21,Lo Mein,Lil Uzi Vert,8,2020-03-21,1,[10],2020
2020-03-21,Silly Watch,Lil Uzi Vert,9,2020-03-21,1,[10],2020
2020-03-28,Adore You,Harry Styles,6,2020-04-11,7,[15][16],2020
2020-04-04,Say So,Doja Cat1,1,2020-05-16,16,[12][17],2020
2020-04-18,Toosie Slide,Drake,1,2020-04-18,10,[18],2020
2020-05-02,Rockstar,DaBaby featuring Roddy Ricch,1,2020-06-13,26,[19][20],2020
2020-05-09,The Scotts,"The Scotts, Travis Scott and Kid Cudi",1,2020-05-09,1,[21],2020
2020-05-09,Savage,Megan Thee Stallion featuring Beyoncé2,1,2020-05-30,14,[21][22],2020
2020-05-16,Pain 1993,Drake featuring Playboi Carti,7,2020-05-16,1,[17],2020
2020-05-23,Stuck with U,Ariana Grande and Justin Bieber,1,2020-05-23,1,[23],2020
2020-05-23,Gooba,6ix9ine,3,2020-05-23,1,[23],2020
2020-06-06,Rain on Me,Lady Gaga and Ariana Grande,1,2020-06-06,4,[24],2020
2020-06-13,Roses,Saint Jhn,4,2020-07-04,13,[20][25],2020
2020-06-27,Trollz,6ix9ine and Nicki Minaj,1,2020-06-27,1,[26],2020
2020-06-27,The Bigger Picture,Lil Baby,3,2020-06-27,2,[26],2020
2020-07-04,Whats Poppin,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne3",2,2020-07-11,13,[25][27],2020
2020-07-04,Blueberry Faygo,Lil Mosey,8,2020-07-18,4,[25][28],2020
2020-07-11,Watermelon Sugar,Harry Styles,1,2020-08-15,14,[27][29],2020
2020-07-11,We Paid,Lil Baby and 42 Dugg,10,2020-07-11,1,[27],2020
2020-07-18,For the Night,Pop Smoke featuring Lil Baby and DaBaby,6,2020-07-18,3,[28],2020
2020-07-25,Come & Go,Juice Wrld and Marshmello,2,2020-07-25,2,[30],2020
2020-07-25,Wishing Well,Juice Wrld,5,2020-07-25,1,[30],2020
2020-07-25,Conversations,Juice Wrld,7,2020-07-25,1,[30],2020
2020-07-25,Life's a Mess,Juice Wrld and Halsey,9,2020-07-25,1,[30],2020
2020-07-25,Hate the Other Side,Juice Wrld and Marshmello featuring Polo G and The Kid Laroi,10,2020-07-25,1,[30],2020
2020-08-01,Popstar,DJ Khaled featuring Drake,3,2020-08-01,2,[31],2020
2020-08-01,Greece,DJ Khaled featuring Drake,8,2020-08-01,1,[31],2020
2020-08-08,Cardigan,Taylor Swift,1,2020-08-08,2,[32],2020
2020-08-08,The 1,Taylor Swift,4,2020-08-08,1,[32],2020
2020-08-08,Exile,Taylor Swift featuring Bon Iver,6,2020-08-08,1,[32],2020
2020-08-08,Savage Love (Laxed – Siren Beat),Jawsh 685 and Jason Derulo5,1,2020-10-17,16,[32][33],2020
2020-08-15,My Future,Billie Eilish,6,2020-08-15,1,[29],2020
2020-08-22,WAP,Cardi B featuring Megan Thee Stallion,1,2020-08-22,13,[34],2020
2020-08-22,Smile,Juice Wrld and The Weeknd,8,2020-08-22,1,[35],2020
2020-08-22,Before You Go,Lewis Capaldi,9,2020-09-26,4,[35][36],2020
2020-08-29,Laugh Now Cry Later,Drake featuring Lil Durk,2,2020-08-29,19,[37],2020
2020-08-29,7 Summers,Morgan Wallen,6,2020-08-29,1,[37],2020
2020-08-29,I Hope,Gabby Barrett featuring Charlie Puth4,3,2020-11-21,14,[37][38],2020
2020-09-05,Dynamite,BTS,1,2020-09-05,13,[39],2020
2020-09-12,Mood,24kGoldn featuring Iann Dior,1,2020-10-24,31,[40][41],2020
2020-10-03,Holy,Justin Bieber featuring Chance the Rapper,3,2020-10-03,14,[42],2020
2020-10-10,Franchise,Travis Scott featuring Young Thug and M.I.A.,1,2020-10-10,1,[43],2020
2020-10-17,Runnin,21 Savage and Metro Boomin,9,2020-10-17,1,[33],2020
2020-10-17,Mr. Right Now,21 Savage and Metro Boomin featuring Drake,10,2020-10-17,1,[33],2020
2020-10-24,Lemonade,Internet Money and Gunna featuring Don Toliver and Nav,6,2020-11-21,7,[41][38],2020
2020-11-07,Positions,Ariana Grande,1,2020-11-07,17,[44],2020
2020-11-07,Forever After All,Luke Combs,2,2020-11-07,1,[44],2020
2020-11-14,Dakiti,Bad Bunny and Jhay Cortez,5,2020-12-12,4,[45][46],2020
2020-11-28,Therefore I Am,Billie Eilish,2,2020-11-28,1,[47],2020
2020-12-05,Life Goes On,BTS,1,2020-12-05,1,[48],2020
2020-12-05,Monster,Shawn Mendes and Justin Bieber,8,2020-12-05,1,[48],2020
2020-12-26,Willow,Taylor Swift,1,2020-12-26,1,[49],2020
1959-12-21,El Paso,Marty Robbins,1,1960-01-04,9,,1959
1959-12-21,Way Down Yonder in New Orleans,Freddy Cannon,3,1960-01-11,7,,1959
1959-12-28,Pretty Blue Eyes,Steve Lawrence,9,1960-01-04,6,,1959
1960-01-04,Running Bear,Johnny Preston,1,1960-01-18,10,,1960
1960-01-04,"Go, Jimmy, Go",Jimmy Clanton,5,1960-02-01,5,,1960
1960-01-18,The Village of St. Bernadette,Andy Williams,7,1960-01-25,2,,1960
1960-01-18,Teen Angel,Mark Dinning,1,1960-02-08,10,,1960
1960-01-25,Where or When,Dion and the Belmonts,3,1960-02-08,5,,1960
1960-02-01,Handy Man,Jimmy Jones,2,1960-02-29,9,,1960
1960-02-08,Lonely Blue Boy,Conway Twitty,6,1960-02-08,3,,1960
1960-02-08,What in the World's Come Over You,Jack Scott,5,1960-02-22,7,,1960
1960-02-08,He'll Have to Go,Jim Reeves,2,1960-03-07,12,,1960
1960-02-08,You Got What It Takes,Marv Johnson,10,1960-02-08,1,,1960
1960-02-15,Theme from A Summer Place,Percy Faith,1,1960-02-22,12,,1960
1960-02-15,Let It Be Me,The Everly Brothers,7,1960-02-22,4,,1960
1960-02-22,Beyond the Sea,Bobby Darin,6,1960-02-29,4,,1960
1960-02-29,Wild One,Bobby Rydell,2,1960-03-28,8,,1960
1960-02-29,Baby (You've Got What It Takes),Dinah Washington and Brook Benton,5,1960-03-21,6,,1960
1960-03-14,Harbor Lights,The Platters,8,1960-03-28,4,,1960
1960-03-14,Puppy Love,Paul Anka,2,1960-04-04,7,,1960
1960-03-21,Sweet Nothin's,Brenda Lee,4,1960-04-18,7,,1960
1960-03-28,"O, Dio Mio",Annette,10,1960-03-28,1,,1960
1960-03-28,Forever,The Little Dippers,9,1960-03-28,1,,1960
1960-04-04,Sink the Bismarck,Johnny Horton,3,1960-04-25,7,,1960
1960-04-04,Footsteps,Steve Lawrence,7,1960-04-04,2,,1960
1960-04-04,Mama,Connie Francis,8,1960-04-11,3,,1960
1960-04-11,Greenfields,The Brothers Four,2,1960-04-18,9,,1960
1960-04-11,I Love the Way You Love,Marv Johnson,9,1960-04-11,1,,1960
1960-04-18,Stuck on You,Elvis Presley,1,1960-04-25,10,,1960
1960-04-18,Sixteen Reasons,Connie Stevens,3,1960-05-02,7,,1960
1960-04-25,The Old Lamplighter,The Browns,5,1960-05-02,3,,1960
1960-04-25,White Silver Sands,Bill Black's Combo,9,1960-04-25,1,,1960
1960-05-02,Night,Jackie Wilson,4,1960-05-09,6,,1960
1960-05-02,Cradle of Love,Johnny Preston,7,1960-05-02,5,,1960
1960-05-02,Let the Little Girl Dance,Billy Bland,7,1960-05-16,4,,1960
1960-05-09,Stairway to Heaven,Neil Sedaka,9,1960-05-09,1,,1960
1960-05-09,Cathy's Clown,The Everly Brothers,1,1960-05-23,9,,1960
1960-05-16,Good Timin',Jimmy Jones,3,1960-05-23,7,,1960
1960-05-16,He'll Have to Stay,Jeanne Black,4,1960-05-30,6,,1960
1960-05-23,Paper Roses,Anita Bryant,5,1960-06-13,6,,1960
1960-05-30,Burning Bridges,Jack Scott,3,1960-06-13,6,,1960
1960-06-06,Everybody's Somebody's Fool,Connie Francis,1,1960-06-27,8,,1960
1960-06-06,Love You So,Ron Holden,7,1960-06-13,3,,1960
1960-06-13,Swingin' School,Bobby Rydell,5,1960-06-20,3,,1960
1960-06-13,Happy-Go-Lucky Me,Paul Evans,10,1960-06-13,1,,1960
1960-06-20,Alley Oop,The Hollywood Argyles,1,1960-07-11,8,,1960
1960-06-27,Because They're Young,Duane Eddy,4,1960-07-04,4,,1960
1960-06-27,I'm Sorry,Brenda Lee,1,1960-07-18,11,,1960
1960-06-27,A Rockin' Good Way,Dinah Washington and Brook Benton,7,1960-06-27,3,,1960
1960-07-04,That's All You Gotta Do,Brenda Lee,6,1960-07-04,5,,1960
1960-07-04,My Home Town,Paul Anka,8,1960-07-04,2,,1960
1960-07-04,Mule Skinner Blues,The Fendermen,5,1960-07-11,5,,1960
1960-07-11,Only the Lonely,Roy Orbison,2,1960-07-25,8,,1960
1960-07-11,When Will I Be Loved,The Everly Brothers,8,1960-07-18,2,,1960
1960-07-18,Tell Laura I Love Her,Ray Peterson,7,1960-08-01,5,,1960
1960-07-18,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1,1960-08-08,8,,1960
1960-07-25,Image of a Girl,The Safaris,6,1960-08-01,5,,1960
1960-07-25,"Please Help Me, I'm Falling",Hank Locklin,8,1960-08-01,3,,1960
1960-08-01,It's Now or Never,Elvis Presley,1,1960-08-15,11,,1960
1960-08-08,"Walk, Don't Run",The Ventures,2,1960-08-29,9,,1960
1960-08-08,Walkin' to New Orleans,Fats Domino,6,1960-08-15,2,,1960
1960-08-15,Finger Poppin' Time,Hank Ballard & The Midnighters,7,1960-08-15,4,,1960
1960-08-15,The Twist,Chubby Checker,1,1960-09-19,12,,1960
1960-08-22,Volare,Bobby Rydell,4,1960-09-05,5,,1960
1960-08-22,Mission Bell,Donnie Brooks,7,1960-09-05,4,,1960
1960-08-29,In My Little Corner of the World,Anita Bryant,10,1960-08-29,1,,1960
1960-09-05,My Heart Has a Mind of Its Own,Connie Francis,1,1960-09-26,10,,1960
1960-09-05,Theme from The Apartment,Ferrante & Teicher,10,1960-09-05,3,,1960
1960-09-12,Mr. Custer,Larry Verne,1,1960-10-10,7,,1960
1960-09-12,Chain Gang,Sam Cooke,2,1960-10-03,8,,1960
1960-09-12,Kiddio,Brook Benton,7,1960-09-19,4,,1960
1960-09-12,Yogi,The Ivy Three,8,1960-09-19,2,,1960
1960-09-19,A Million to One,Jimmy Charles,5,1960-09-26,5,,1960
1960-09-26,So Sad (To Watch Good Love Go Bad),The Everly Brothers,7,1960-10-10,5,,1960
1960-09-26,Save the Last Dance for Me,The Drifters,1,1960-10-17,9,,1960
1960-10-10,Devil or Angel,Bobby Vee,6,1960-10-17,5,,1960
1960-10-10,I Want to Be Wanted,Brenda Lee,1,1960-10-24,6,,1960
1960-10-24,Let's Think About Living,Bob Luman,7,1960-10-24,2,,1960
1960-10-31,You Talk Too Much,Joe Jones,3,1960-11-14,4,,1960
1960-10-31,Poetry in Motion,Johnny Tillotson,2,1960-11-14,7,,1960
1960-10-31,Georgia on My Mind,Ray Charles,1,1960-11-14,5,,1960
1960-11-07,Stay,Maurice Williams & the Zodiacs,1,1960-11-21,5,,1960
1960-11-07,"Let's Go, Let's Go, Let's Go",Hank Ballard & the Midnighters,6,1960-11-21,5,,1960
1960-11-07,Blue Angel,Roy Orbison,9,1960-11-07,2,,1960
1960-11-14,Last Date,Floyd Cramer,2,1960-11-28,10,,1960
1960-11-14,A Thousand Stars,Kathy Young with the Innocents,3,1960-12-12,8,,1960
1960-11-21,Are You Lonesome Tonight?,Elvis Presley,1,1960-11-28,11,,1960
1960-11-21,New Orleans,U.S. Bonds,6,1960-11-28,3,,1960
1960-11-28,North to Alaska,Johnny Horton,4,1960-12-19,8,,1960
1960-11-28,Alone at Last,Jackie Wilson,8,1960-11-28,1,,1960
1960-12-05,He Will Break Your Heart,Jerry Butler,7,1960-12-05,3,,1960
1960-12-05,Sailor,Lolita,5,1960-12-19,4,,1960
1960-12-12,Many Tears Ago,Connie Francis,7,1960-12-26,4,,1960
1960-12-19,You're Sixteen,Johnny Burnette,8,1960-12-26,4,,1960
1985-12-21,That's What Friends Are For,Dionne and Friends,1,1986-01-18,10,,1985
1985-12-28,Tonight She Comes,The Cars,7,1986-01-11,4,,1985
1986-01-11,Talk to Me,Stevie Nicks,4,1986-01-25,5,,1986
1986-01-11,Walk of Life,Dire Straits,7,1986-01-25,4,,1986
1986-01-18,Burning Heart,Survivor,2,1986-02-01,6,,1986
1986-01-25,I'm Your Man,Wham!,3,1986-02-01,4,,1986
1986-01-25,My Hometown,Bruce Springsteen,6,1986-01-25,2,,1986
1986-01-25,Spies Like Us,Paul McCartney,7,1986-02-08,3,,1986
1986-02-01,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,2,1986-02-15,5,,1986
1986-02-01,Go Home,Stevie Wonder,10,1986-02-01,1,,1986
1986-02-08,How Will I Know,Whitney Houston,1,1986-02-15,6,,1986
1986-02-08,Kyrie,Mr. Mister,1,1986-03-01,7,,1986
1986-02-08,Living in America,James Brown,4,1986-03-01,5,,1986
1986-02-08,Conga,Miami Sound Machine,10,1986-02-08,2,,1986
1986-02-15,The Sweetest Taboo,Sade,5,1986-03-01,4,,1986
1986-02-15,Sara,Starship,1,1986-03-15,7,,1986
1986-02-22,Life in a Northern Town,The Dream Academy,7,1986-02-22,3,,1986
1986-02-22,Silent Running (On Dangerous Ground),Mike + the Mechanics,6,1986-03-08,4,,1986
1986-03-01,Secret Lovers,Atlantic Starr,3,1986-03-22,6,,1986
1986-03-01,These Dreams,Heart,1,1986-03-22,6,,1986
1986-03-08,King for a Day,Thompson Twins,8,1986-03-22,3,,1986
1986-03-15,R.O.C.K. in the U.S.A. (A Salute to 60's Rock),John Cougar Mellencamp,2,1986-04-05,5,,1986
1986-03-15,Rock Me Amadeus,Falco,1,1986-03-29,7,,1986
1986-03-15,Nikita,Elton John,7,1986-03-22,4,,1986
1986-03-22,What You Need,INXS,5,1986-04-12,5,,1986
1986-03-22,Kiss,Prince and the Revolution,1,1986-04-19,7,,1986
1986-03-29,Let's Go All the Way,Sly Fox,7,1986-04-12,4,,1986
1986-03-29,This Could Be the Night,Loverboy,10,1986-03-29,1,,1986
1986-04-05,Manic Monday,The Bangles,2,1986-04-19,5,,1986
1986-04-05,Addicted to Love,Robert Palmer,1,1986-05-03,7,,1986
1986-04-12,West End Girls,Pet Shop Boys,1,1986-05-10,7,,1986
1986-04-12,Harlem Shuffle,The Rolling Stones,5,1986-05-03,5,,1986
1986-04-12,Tender Love,Force M.D.'s,10,1986-04-12,2,,1986
1986-04-19,Why Can't This Be Love,Van Halen,3,1986-05-17,5,,1986
1986-04-26,What Have You Done for Me Lately,Janet Jackson,4,1986-05-17,6,,1986
1986-04-26,Your Love,The Outfield,6,1986-05-10,4,,1986
1986-04-26,Take Me Home,Phil Collins,7,1986-05-10,5,,1986
1986-05-03,Greatest Love of All,Whitney Houston,1,1986-05-17,7,,1986
1986-05-10,Bad Boy,Miami Sound Machine,8,1986-05-10,3,,1986
1986-05-10,If You Leave,Orchestral Manoeuvres in the Dark,4,1986-05-31,5,,1986
1986-05-17,Live to Tell,Madonna,1,1986-06-07,6,,1986
1986-05-24,On My Own,Patti LaBelle and Michael McDonald,1,1986-06-14,7,,1986
1986-05-24,I Can't Wait,Nu Shooz,3,1986-06-14,5,,1986
1986-05-24,All I Need Is a Miracle,Mike + the Mechanics,5,1986-06-07,4,,1986
1986-05-31,Something About You,Level 42,7,1986-05-31,3,,1986
1986-05-31,Is It Love,Mr. Mister,8,1986-05-31,1,,1986
1986-05-31,Be Good to Yourself,Journey,9,1986-05-31,1,,1986
1986-06-07,Crush on You,The Jets,3,1986-06-21,5,,1986
1986-06-07,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1,1986-07-05,7,,1986
1986-06-07,A Different Corner,George Michael,7,1986-06-14,4,,1986
1986-06-14,No One Is to Blame,Howard Jones,4,1986-07-05,5,,1986
1986-06-21,Holding Back the Years,Simply Red,1,1986-07-12,6,,1986
1986-06-21,Who's Johnny,El DeBarge,3,1986-07-05,5,,1986
1986-06-21,Nothin' at All,Heart,10,1986-06-21,1,,1986
1986-06-28,Invisible Touch,Genesis,1,1986-07-19,6,,1986
1986-06-28,Nasty,Janet Jackson,3,1986-07-19,6,,1986
1986-06-28,Sledgehammer,Peter Gabriel,1,1986-07-26,7,,1986
1986-07-05,Danger Zone,Kenny Loggins,2,1986-07-26,6,,1986
1986-07-12,Your Wildest Dreams,The Moody Blues,9,1986-07-12,2,,1986
1986-07-12,Tuff Enuff,The Fabulous Thunderbirds,10,1986-07-12,1,,1986
1986-07-19,Glory of Love,Peter Cetera,1,1986-08-02,6,,1986
1986-07-19,Love Touch,Rod Stewart,6,1986-08-09,4,,1986
1986-07-26,Papa Don't Preach,Madonna,1,1986-08-16,7,,1986
1986-07-26,Mad About You,Belinda Carlisle,3,1986-08-09,6,,1986
1986-07-26,Modern Woman,Billy Joel,10,1986-07-26,1,,1986
